event_id,timestamp,gateway_id,session_id,attack_id,transaction_id,source_ip,destination_port,protocol,amount,currency,payment_method,gateway_status,is_suspicious
PAY000035,2026-08-31 00:28:49,GW01,SES03332,BENIGN,TXN317270,172.20.109.214,443,TCPS,336.61,NAD,eft,approved,0
PAY001030,2026-08-31 00:54:22,GW01,SES07288,BENIGN,TXN544285,192.168.42.98,443,TCPS,415.7,NAD,eft,approved,0
PAY000634,2026-08-31 01:49:54,GW01,SES04916,BENIGN,TXN641423,172.29.92.201,443,TCPS,788.91,NAD,card,approved,0
PAY000149,2026-08-31 02:02:59,GW01,SES09902,BENIGN,TXN894365,172.27.56.24,443,TCPS,278.85,NAD,card,approved,0
PAY000429,2026-08-31 02:50:51,GW01,SES06887,BENIGN,TXN501345,10.71.239.152,443,TCPS,310.63,NAD,card,approved,0
PAY000818,2026-08-31 03:18:21,GW01,SES06511,BENIGN,TXN690136,172.31.187.77,443,TCPS,728.11,NAD,eft,approved,0
PAY000993,2026-08-31 03:20:34,GW01,SES04115,BENIGN,TXN880993,10.117.234.242,443,TCPS,527.01,NAD,eft,approved,0
PAY000972,2026-08-31 03:46:28,GW01,SES03592,BENIGN,TXN960052,172.22.243.134,443,TCPS,226.48,NAD,eft,approved,0
PAY000084,2026-08-31 04:48:01,GW01,SES06373,BENIGN,TXN113990,172.17.136.192,443,TCPS,337.77,NAD,card,approved,0
PAY000981,2026-08-31 05:01:24,GW01,SES03090,BENIGN,TXN784131,192.168.166.53,443,TCPS,714.41,NAD,card,approved,0
PAY000459,2026-08-31 05:42:27,GW01,SES09562,BENIGN,TXN504559,172.29.122.50,443,TCPS,290.33,NAD,card,approved,0
PAY000156,2026-08-31 06:07:12,GW01,SES09938,BENIGN,TXN333838,192.168.76.27,443,TCPS,782.4,NAD,card,approved,0
PAY001122,2026-08-31 06:17:34,GW01,SES01892,BENIGN,TXN568656,10.83.78.81,443,TCPS,356.22,NAD,eft,approved,0
PAY001104,2026-08-31 06:28:51,GW01,SES08464,BENIGN,TXN200230,192.168.84.139,443,TCPS,377.86,NAD,eft,approved,0
PAY000351,2026-08-31 07:14:01,GW01,SES09183,BENIGN,TXN383858,172.23.79.167,443,TCPS,661.8,NAD,eft,approved,0
PAY000082,2026-08-31 08:29:20,GW01,SES07175,BENIGN,TXN494996,192.168.64.147,443,TCPS,774.89,NAD,eft,approved,0
PAY000140,2026-08-31 09:03:27,GW01,SES07737,BENIGN,TXN408096,10.51.242.191,443,TCPS,252.62,NAD,eft,approved,0
PAY000821,2026-08-31 09:07:28,GW01,SES04472,BENIGN,TXN504482,10.212.170.211,443,TCPS,426.81,NAD,card,approved,0
PAY000075,2026-08-31 10:04:02,GW01,SES01438,BENIGN,TXN973684,10.130.253.253,443,TCPS,780.61,NAD,card,approved,0
PAY001084,2026-08-31 10:44:55,GW01,SES02682,BENIGN,TXN580370,172.24.78.164,443,TCPS,531.47,NAD,card,approved,0
PAY001143,2026-08-31 11:18:11,GW01,SES06480,BENIGN,TXN443866,172.31.167.121,443,TCPS,364.62,NAD,card,approved,0
PAY000803,2026-08-31 11:18:48,GW01,SES08401,BENIGN,TXN116821,172.26.175.228,443,TCPS,506.32,NAD,card,approved,0
PAY000107,2026-08-31 11:39:27,GW01,SES00718,BENIGN,TXN348122,172.22.42.92,443,TCPS,390.86,NAD,card,approved,0
PAY000663,2026-08-31 11:39:46,GW01,SES00980,BENIGN,TXN633839,10.67.205.143,443,TCPS,100.77,NAD,card,approved,0
PAY000644,2026-08-31 12:44:14,GW01,SES04284,BENIGN,TXN720326,192.168.179.139,443,TCPS,332.71,NAD,card,approved,0
PAY001123,2026-08-31 12:47:30,GW01,SES02660,BENIGN,TXN650124,172.27.195.160,443,TCPS,298.47,NAD,eft,approved,0
PAY001063,2026-08-31 13:15:56,GW01,SES03061,BENIGN,TXN604223,172.26.160.15,443,TCPS,420.41,NAD,eft,approved,0
PAY000054,2026-08-31 14:04:23,GW01,SES02323,BENIGN,TXN283226,192.168.149.48,443,TCPS,139.81,NAD,eft,approved,0
PAY000449,2026-08-31 14:25:21,GW01,SES00583,BENIGN,TXN982767,192.168.7.184,443,TCPS,161.84,NAD,eft,approved,0
PAY000377,2026-08-31 15:04:04,GW01,SES08767,BENIGN,TXN108687,10.251.92.5,443,TCPS,415.87,NAD,card,approved,0
PAY000969,2026-08-31 15:22:58,GW01,SES08709,BENIGN,TXN438157,10.145.210.159,443,TCPS,391.44,NAD,card,approved,0
PAY000247,2026-08-31 16:50:17,GW01,SES07209,BENIGN,TXN223329,10.202.159.177,443,TCPS,401.01,NAD,card,approved,0
PAY000424,2026-08-31 17:09:18,GW01,SES09897,BENIGN,TXN722301,10.108.248.233,443,TCPS,516.27,NAD,eft,approved,0
PAY000594,2026-08-31 17:52:05,GW01,SES06949,BENIGN,TXN981371,10.97.147.56,443,TCPS,770.19,NAD,eft,approved,0
PAY000199,2026-08-31 18:34:22,GW01,SES00994,BENIGN,TXN700315,192.168.231.208,443,TCPS,347.99,NAD,card,approved,0
PAY000088,2026-08-31 19:31:09,GW01,SES02477,BENIGN,TXN471383,172.16.247.239,443,TCPS,672.31,NAD,eft,approved,0
PAY001012,2026-08-31 19:48:37,GW01,SES00046,BENIGN,TXN810679,10.217.103.215,443,TCPS,47.63,NAD,eft,approved,0
PAY000513,2026-08-31 20:15:36,GW01,SES03611,BENIGN,TXN464864,10.2.1.161,443,TCPS,105.11,NAD,eft,approved,0
PAY000187,2026-08-31 20:30:41,GW01,SES00577,BENIGN,TXN778331,172.30.47.203,443,TCPS,721.47,NAD,eft,approved,0
PAY000066,2026-08-31 20:32:47,GW01,SES05555,BENIGN,TXN781652,10.202.101.100,443,TCPS,714.01,NAD,card,approved,0
PAY000121,2026-08-31 20:48:38,GW01,SES03655,BENIGN,TXN916192,172.26.158.160,443,TCPS,765.63,NAD,eft,approved,0
PAY000911,2026-08-31 21:16:05,GW01,SES04336,BENIGN,TXN936348,10.171.168.183,443,TCPS,781.55,NAD,eft,approved,0
PAY000657,2026-08-31 21:19:06,GW01,SES06959,BENIGN,TXN632432,192.168.124.38,443,TCPS,572.74,NAD,card,approved,0
PAY000686,2026-08-31 22:00:53,GW01,SES09198,BENIGN,TXN758285,10.127.199.138,443,TCPS,232.84,NAD,card,approved,0
PAY000695,2026-08-31 22:16:53,GW01,SES07301,BENIGN,TXN253087,172.23.133.141,443,TCPS,251.67,NAD,card,approved,0
PAY000386,2026-08-31 22:22:08,GW01,SES06843,BENIGN,TXN126089,10.46.213.172,443,TCPS,272.12,NAD,eft,approved,0
PAY000238,2026-08-31 22:35:38,GW01,SES05297,BENIGN,TXN737314,192.168.111.192,443,TCPS,464.99,NAD,eft,approved,0
PAY000447,2026-09-01 00:39:02,GW01,SES05405,BENIGN,TXN222065,192.168.175.246,443,TCPS,252.52,NAD,card,approved,0
PAY000284,2026-09-01 01:21:42,GW01,SES00700,BENIGN,TXN510985,172.17.31.5,443,TCPS,245.46,NAD,eft,approved,0
PAY000766,2026-09-01 01:26:17,GW01,SES09445,BENIGN,TXN112194,10.191.169.68,443,TCPS,567.2,NAD,card,approved,0
PAY000502,2026-09-01 01:53:31,GW01,SES06460,BENIGN,TXN180246,172.16.6.135,443,TCPS,349.0,NAD,card,approved,0
PAY000906,2026-09-01 01:57:55,GW01,SES09734,BENIGN,TXN377350,10.189.192.65,443,TCPS,730.34,NAD,card,approved,0
PAY000910,2026-09-01 02:10:49,GW01,SES09309,BENIGN,TXN946111,10.118.9.119,443,TCPS,327.59,NAD,card,approved,0
PAY001177,2026-09-01 02:41:44,GW01,SES09493,BENIGN,TXN420309,172.21.139.78,443,TCPS,207.35,NAD,eft,approved,0
PAY001094,2026-09-01 02:47:18,GW01,SES07880,BENIGN,TXN771672,10.116.216.149,443,TCPS,207.28,NAD,eft,approved,0
PAY000667,2026-09-01 03:17:56,GW01,SES06374,BENIGN,TXN561020,192.168.102.172,443,TCPS,66.82,NAD,card,approved,0
PAY000021,2026-09-01 03:28:00,GW01,SES00520,BENIGN,TXN410355,172.17.172.16,443,TCPS,128.83,NAD,eft,approved,0
PAY000789,2026-09-01 04:33:43,GW01,SES08691,BENIGN,TXN810813,10.183.232.158,443,TCPS,368.38,NAD,card,approved,0
PAY001165,2026-09-01 05:10:47,GW01,SES09482,BENIGN,TXN588947,172.29.104.105,443,TCPS,637.36,NAD,card,approved,0
PAY000341,2026-09-01 07:11:30,GW01,SES05002,BENIGN,TXN940509,192.168.32.34,443,TCPS,142.64,NAD,eft,approved,0
PAY000223,2026-09-01 07:19:32,GW01,SES02045,BENIGN,TXN124251,172.30.34.5,443,TCPS,30.55,NAD,card,approved,0
PAY000971,2026-09-01 08:14:54,GW01,SES02629,BENIGN,TXN387297,10.17.49.184,443,TCPS,23.32,NAD,eft,approved,0
PAY000500,2026-09-01 08:33:42,GW01,SES06219,BENIGN,TXN205641,172.28.181.143,443,TCPS,538.36,NAD,card,approved,0
PAY000863,2026-09-01 09:44:10,GW01,SES05880,BENIGN,TXN763224,192.168.166.1,443,TCPS,404.13,NAD,eft,approved,0
PAY001100,2026-09-01 10:59:05,GW01,SES00722,BENIGN,TXN681876,172.17.71.77,443,TCPS,49.58,NAD,card,approved,0
PAY000968,2026-09-01 11:36:52,GW01,SES02452,BENIGN,TXN794058,172.28.30.188,443,TCPS,672.39,NAD,eft,approved,0
PAY000759,2026-09-01 11:45:30,GW01,SES05835,BENIGN,TXN558152,192.168.205.233,443,TCPS,421.42,NAD,card,approved,0
PAY000551,2026-09-01 11:51:36,GW01,SES01710,BENIGN,TXN495605,172.20.151.238,443,TCPS,211.28,NAD,eft,approved,0
PAY000754,2026-09-01 12:19:59,GW01,SES03819,BENIGN,TXN829816,192.168.61.25,443,TCPS,615.89,NAD,card,approved,0
PAY000943,2026-09-01 12:32:17,GW01,SES04220,BENIGN,TXN724635,10.250.58.63,443,TCPS,581.04,NAD,eft,approved,0
PAY000896,2026-09-01 13:03:48,GW01,SES06861,BENIGN,TXN205812,192.168.65.172,443,TCPS,779.61,NAD,eft,approved,0
PAY000409,2026-09-01 13:08:06,GW01,SES04886,BENIGN,TXN197190,10.179.38.3,443,TCPS,725.57,NAD,eft,approved,0
PAY001113,2026-09-01 13:18:02,GW01,SES04553,BENIGN,TXN622773,172.19.36.28,443,TCPS,649.07,NAD,card,approved,0
PAY000709,2026-09-01 13:19:32,GW01,SES05679,BENIGN,TXN215123,172.24.251.31,443,TCPS,260.91,NAD,card,approved,0
PAY000771,2026-09-01 13:48:45,GW01,SES01908,BENIGN,TXN362871,172.28.11.122,443,TCPS,599.84,NAD,eft,approved,0
PAY000105,2026-09-01 13:52:53,GW01,SES05153,BENIGN,TXN636878,172.23.33.130,443,TCPS,301.45,NAD,card,approved,0
PAY000166,2026-09-01 13:55:36,GW01,SES05856,BENIGN,TXN967805,172.16.143.213,443,TCPS,493.07,NAD,card,approved,0
PAY000892,2026-09-01 14:11:50,GW01,SES01980,BENIGN,TXN733899,172.27.149.151,443,TCPS,410.62,NAD,card,approved,0
PAY000256,2026-09-01 14:26:51,GW01,SES08258,BENIGN,TXN561839,192.168.159.217,443,TCPS,527.68,NAD,eft,approved,0
PAY001121,2026-09-01 15:29:40,GW01,SES05960,BENIGN,TXN311458,172.22.19.149,443,TCPS,245.69,NAD,eft,approved,0
PAY000303,2026-09-01 15:55:36,GW01,SES02462,BENIGN,TXN161168,172.29.216.107,443,TCPS,39.86,NAD,card,approved,0
PAY000110,2026-09-01 16:00:28,GW01,SES08770,BENIGN,TXN205158,172.16.219.34,443,TCPS,746.02,NAD,eft,approved,0
PAY000055,2026-09-01 16:03:09,GW01,SES00912,BENIGN,TXN598212,192.168.41.210,443,TCPS,306.6,NAD,eft,approved,0
PAY001131,2026-09-01 16:34:57,GW01,SES07815,BENIGN,TXN979496,172.28.48.30,443,TCPS,594.78,NAD,eft,approved,0
PAY001096,2026-09-01 16:43:16,GW01,SES05467,BENIGN,TXN403144,10.75.137.116,443,TCPS,305.78,NAD,eft,approved,0
PAY000275,2026-09-01 17:01:41,GW01,SES01580,BENIGN,TXN524167,10.47.185.36,443,TCPS,745.43,NAD,card,approved,0
PAY000757,2026-09-01 17:23:09,GW01,SES06027,BENIGN,TXN626435,10.91.58.22,443,TCPS,34.11,NAD,card,approved,0
PAY001059,2026-09-01 18:06:40,GW01,SES08717,BENIGN,TXN611167,192.168.236.69,443,TCPS,241.88,NAD,eft,approved,0
PAY001065,2026-09-01 18:19:45,GW01,SES07819,BENIGN,TXN727924,10.10.107.233,443,TCPS,529.08,NAD,card,approved,0
PAY000376,2026-09-01 18:46:20,GW01,SES02287,BENIGN,TXN777074,10.242.108.89,443,TCPS,393.44,NAD,card,approved,0
PAY000483,2026-09-01 18:59:53,GW01,SES06626,BENIGN,TXN413454,10.64.202.14,443,TCPS,777.6,NAD,eft,approved,0
PAY000878,2026-09-01 19:11:01,GW01,SES06114,BENIGN,TXN633692,172.27.164.88,443,TCPS,562.4,NAD,eft,approved,0
PAY000598,2026-09-01 20:25:13,GW01,SES04011,BENIGN,TXN100290,10.26.211.82,443,TCPS,555.13,NAD,card,approved,0
PAY000481,2026-09-01 21:19:53,GW01,SES09199,BENIGN,TXN908596,10.69.236.17,443,TCPS,657.65,NAD,card,approved,0
PAY000049,2026-09-01 21:35:36,GW01,SES00040,BENIGN,TXN845275,10.182.83.199,443,TCPS,647.59,NAD,eft,approved,0
PAY000249,2026-09-01 22:14:35,GW01,SES03957,BENIGN,TXN357215,172.26.75.201,443,TCPS,416.82,NAD,card,approved,0
PAY001162,2026-09-01 22:37:43,GW01,SES08671,BENIGN,TXN498876,172.30.168.154,443,TCPS,575.81,NAD,card,approved,0
PAY000189,2026-09-01 22:50:40,GW01,SES03218,BENIGN,TXN507485,172.29.120.154,443,TCPS,423.12,NAD,card,approved,0
PAY000302,2026-09-01 22:51:24,GW01,SES01964,BENIGN,TXN798795,192.168.57.21,443,TCPS,545.72,NAD,eft,approved,0
PAY000700,2026-09-01 23:09:53,GW01,SES06760,BENIGN,TXN277424,192.168.76.155,443,TCPS,233.15,NAD,eft,approved,0
PAY001180,2026-09-01 23:21:21,GW01,SES05110,BENIGN,TXN607773,10.39.179.203,443,TCPS,538.61,NAD,eft,approved,0
PAY000703,2026-09-01 23:47:48,GW01,SES06740,BENIGN,TXN878320,192.168.229.37,443,TCPS,463.59,NAD,card,approved,0
PAY000559,2026-09-02 01:47:14,GW01,SES01202,BENIGN,TXN446669,172.16.59.104,443,TCPS,177.08,NAD,card,approved,0
PAY000609,2026-09-02 04:46:50,GW01,SES07283,BENIGN,TXN175100,172.24.56.79,443,TCPS,284.22,NAD,card,approved,0
PAY000228,2026-09-02 05:07:10,GW01,SES08539,BENIGN,TXN569913,192.168.254.5,443,TCPS,674.0,NAD,card,approved,0
PAY000683,2026-09-02 05:15:46,GW01,SES03413,BENIGN,TXN949251,10.62.79.249,443,TCPS,130.55,NAD,eft,approved,0
PAY001082,2026-09-02 06:42:25,GW01,SES05487,BENIGN,TXN586669,192.168.92.149,443,TCPS,609.08,NAD,eft,approved,0
PAY000366,2026-09-02 07:03:04,GW01,SES05614,BENIGN,TXN713598,172.23.140.174,443,TCPS,123.72,NAD,eft,approved,0
PAY000714,2026-09-02 07:12:53,GW01,SES03262,BENIGN,TXN853838,172.20.80.244,443,TCPS,609.38,NAD,eft,approved,0
PAY000562,2026-09-02 07:21:29,GW01,SES07236,BENIGN,TXN416405,192.168.225.100,443,TCPS,670.06,NAD,card,approved,0
PAY000912,2026-09-02 09:13:47,GW01,SES01870,BENIGN,TXN630863,192.168.44.180,443,TCPS,516.48,NAD,eft,approved,0
PAY000673,2026-09-02 09:16:29,GW01,SES04130,BENIGN,TXN109771,192.168.35.120,443,TCPS,612.7,NAD,card,approved,0
PAY000661,2026-09-02 09:31:42,GW01,SES04070,BENIGN,TXN714969,10.180.100.98,443,TCPS,696.08,NAD,card,approved,0
PAY000248,2026-09-02 10:04:53,GW01,SES06499,BENIGN,TXN168732,10.228.47.145,443,TCPS,647.57,NAD,eft,approved,0
PAY000131,2026-09-02 11:38:58,GW01,SES05661,BENIGN,TXN125282,192.168.203.214,443,TCPS,732.44,NAD,card,approved,0
PAY000151,2026-09-02 12:48:37,GW01,SES02324,BENIGN,TXN738431,172.30.228.29,443,TCPS,97.38,NAD,card,approved,0
PAY001086,2026-09-02 12:49:59,GW01,SES04232,BENIGN,TXN261740,192.168.196.113,443,TCPS,580.17,NAD,eft,approved,0
PAY000585,2026-09-02 12:51:16,GW01,SES09614,BENIGN,TXN100786,192.168.243.64,443,TCPS,415.45,NAD,card,approved,0
PAY000517,2026-09-02 12:52:15,GW01,SES04166,BENIGN,TXN924279,10.236.56.245,443,TCPS,394.07,NAD,eft,approved,0
PAY000602,2026-09-02 14:10:50,GW01,SES02233,BENIGN,TXN432265,192.168.253.144,443,TCPS,587.57,NAD,card,approved,0
PAY000797,2026-09-02 14:32:16,GW01,SES01935,BENIGN,TXN890090,172.30.142.51,443,TCPS,729.06,NAD,card,approved,0
PAY000758,2026-09-02 16:21:33,GW01,SES01749,BENIGN,TXN988468,192.168.35.100,443,TCPS,621.26,NAD,eft,approved,0
PAY001148,2026-09-02 16:48:58,GW01,SES06665,BENIGN,TXN894250,10.87.178.97,443,TCPS,543.47,NAD,card,approved,0
PAY000381,2026-09-02 16:54:06,GW01,SES01696,BENIGN,TXN780571,172.31.182.103,443,TCPS,458.95,NAD,card,approved,0
PAY001171,2026-09-02 17:53:20,GW01,SES07146,BENIGN,TXN779400,172.21.90.166,443,TCPS,428.25,NAD,eft,approved,0
PAY000415,2026-09-02 18:06:44,GW01,SES01426,BENIGN,TXN577130,10.58.19.195,443,TCPS,344.66,NAD,eft,approved,0
PAY000765,2026-09-02 20:00:52,GW01,SES03992,BENIGN,TXN541798,10.171.215.15,443,TCPS,338.12,NAD,card,approved,0
PAY001196,2026-09-02 20:30:29,GW01,SES07107,BENIGN,TXN596912,10.102.182.148,443,TCPS,227.34,NAD,eft,approved,0
PAY000410,2026-09-02 20:31:18,GW01,SES09039,BENIGN,TXN953438,192.168.158.16,443,TCPS,378.0,NAD,card,approved,0
PAY000829,2026-09-02 20:32:57,GW01,SES06599,BENIGN,TXN210322,10.67.29.162,443,TCPS,593.87,NAD,card,approved,0
PAY001074,2026-09-02 20:40:18,GW01,SES02651,BENIGN,TXN348836,192.168.105.194,443,TCPS,472.77,NAD,eft,approved,0
PAY001192,2026-09-02 21:06:08,GW01,SES01927,BENIGN,TXN775243,192.168.151.115,443,TCPS,690.39,NAD,eft,approved,0
PAY000183,2026-09-02 21:39:24,GW01,SES03869,BENIGN,TXN808163,172.22.45.2,443,TCPS,693.9,NAD,card,approved,0
PAY000847,2026-09-02 22:14:35,GW01,SES05075,BENIGN,TXN346936,192.168.238.103,443,TCPS,197.65,NAD,eft,approved,0
PAY000842,2026-09-02 22:27:21,GW01,SES01546,BENIGN,TXN184239,10.244.158.181,443,TCPS,750.31,NAD,card,approved,0
PAY001098,2026-09-02 22:38:36,GW01,SES08180,BENIGN,TXN778736,192.168.71.18,443,TCPS,400.74,NAD,eft,approved,0
PAY000872,2026-09-02 22:48:15,GW01,SES04002,BENIGN,TXN790273,192.168.237.249,443,TCPS,722.32,NAD,eft,approved,0
PAY000094,2026-09-02 22:49:29,GW01,SES04937,BENIGN,TXN561128,192.168.81.200,443,TCPS,70.87,NAD,card,approved,0
PAY001184,2026-09-02 22:51:27,GW01,SES06857,BENIGN,TXN631457,192.168.241.196,443,TCPS,417.28,NAD,eft,approved,0
PAY000177,2026-09-03 00:58:05,GW01,SES08303,BENIGN,TXN602805,172.19.43.155,443,TCPS,690.9,NAD,card,approved,0
PAY000308,2026-09-03 01:05:50,GW01,SES04031,BENIGN,TXN291155,10.165.51.147,443,TCPS,183.93,NAD,card,approved,0
PAY000340,2026-09-03 02:21:52,GW01,SES03091,BENIGN,TXN409537,10.99.42.172,443,TCPS,106.45,NAD,card,approved,0
PAY000751,2026-09-03 02:36:55,GW01,SES07449,BENIGN,TXN436761,192.168.142.26,443,TCPS,347.05,NAD,eft,approved,0
PAY000887,2026-09-03 03:04:49,GW01,SES05523,BENIGN,TXN531472,192.168.243.32,443,TCPS,630.55,NAD,card,approved,0
PAY000568,2026-09-03 04:49:25,GW01,SES05424,BENIGN,TXN499423,10.252.23.224,443,TCPS,602.78,NAD,eft,approved,0
PAY000417,2026-09-03 04:58:41,GW01,SES00585,BENIGN,TXN630983,10.217.238.107,443,TCPS,267.43,NAD,eft,approved,0
PAY000311,2026-09-03 05:09:50,GW01,SES06044,BENIGN,TXN230608,10.61.78.44,443,TCPS,53.37,NAD,card,approved,0
PAY000567,2026-09-03 05:15:04,GW01,SES00986,BENIGN,TXN442857,192.168.82.216,443,TCPS,344.45,NAD,card,approved,0
PAY000392,2026-09-03 06:19:35,GW01,SES03953,BENIGN,TXN374898,172.26.105.209,443,TCPS,108.9,NAD,card,approved,0
PAY000802,2026-09-03 06:28:00,GW01,SES04727,BENIGN,TXN121813,192.168.132.126,443,TCPS,50.53,NAD,eft,approved,0
PAY000433,2026-09-03 06:33:42,GW01,SES04184,BENIGN,TXN937630,10.188.118.197,443,TCPS,516.19,NAD,eft,approved,0
PAY001163,2026-09-03 06:36:54,GW01,SES09378,BENIGN,TXN683513,10.177.146.213,443,TCPS,779.7,NAD,card,approved,0
PAY000571,2026-09-03 06:59:12,GW01,SES09284,BENIGN,TXN230780,172.26.75.102,443,TCPS,673.02,NAD,card,approved,0
PAY000289,2026-09-03 07:57:52,GW01,SES06404,BENIGN,TXN493886,10.222.179.34,443,TCPS,225.38,NAD,eft,approved,0
PAY000185,2026-09-03 08:45:03,GW01,SES00422,BENIGN,TXN347156,192.168.174.104,443,TCPS,259.18,NAD,eft,approved,0
PAY000073,2026-09-03 09:39:27,GW01,SES07158,BENIGN,TXN972627,192.168.142.133,443,TCPS,462.52,NAD,eft,approved,0
PAY001197,2026-09-03 10:24:25,GW01,SES01295,BENIGN,TXN916535,10.46.47.53,443,TCPS,433.55,NAD,eft,approved,0
PAY000561,2026-09-03 10:42:39,GW01,SES06832,BENIGN,TXN631201,192.168.137.22,443,TCPS,119.26,NAD,eft,approved,0
PAY000331,2026-09-03 10:46:17,GW01,SES03133,BENIGN,TXN821884,192.168.194.104,443,TCPS,139.38,NAD,card,approved,0
PAY000628,2026-09-03 11:16:04,GW01,SES08917,BENIGN,TXN315462,172.21.120.245,443,TCPS,479.24,NAD,card,approved,0
PAY000811,2026-09-03 11:23:36,GW01,SES05577,BENIGN,TXN108068,172.23.225.237,443,TCPS,280.99,NAD,card,approved,0
PAY000485,2026-09-03 12:28:01,GW01,SES08473,BENIGN,TXN384203,192.168.177.205,443,TCPS,391.85,NAD,card,approved,0
PAY000461,2026-09-03 14:33:25,GW01,SES07572,BENIGN,TXN302504,192.168.0.57,443,TCPS,589.47,NAD,eft,approved,0
PAY000580,2026-09-03 15:07:27,GW01,SES06713,BENIGN,TXN225980,192.168.146.120,443,TCPS,547.38,NAD,eft,approved,0
PAY000753,2026-09-03 16:06:45,GW01,SES08988,BENIGN,TXN479373,10.20.237.206,443,TCPS,636.85,NAD,card,approved,0
PAY000999,2026-09-03 16:30:51,GW01,SES08711,BENIGN,TXN251303,172.18.109.82,443,TCPS,480.48,NAD,eft,approved,0
PAY000390,2026-09-03 17:05:30,GW01,SES07445,BENIGN,TXN589209,192.168.234.140,443,TCPS,301.76,NAD,card,approved,0
PAY000748,2026-09-03 17:33:02,GW01,SES05902,BENIGN,TXN122686,10.96.211.110,443,TCPS,636.58,NAD,eft,approved,0
PAY001043,2026-09-03 17:34:31,GW01,SES02581,BENIGN,TXN377817,172.21.252.250,443,TCPS,718.69,NAD,eft,approved,0
PAY000162,2026-09-03 18:10:05,GW01,SES06624,BENIGN,TXN994265,172.21.209.149,443,TCPS,80.13,NAD,card,approved,0
PAY001092,2026-09-03 18:48:32,GW01,SES08538,BENIGN,TXN834482,10.211.129.22,443,TCPS,721.44,NAD,card,approved,0
PAY000224,2026-09-03 19:11:33,GW01,SES00964,BENIGN,TXN102112,10.131.187.13,443,TCPS,289.4,NAD,eft,approved,0
PAY000836,2026-09-03 19:47:11,GW01,SES00878,BENIGN,TXN338891,172.30.184.254,443,TCPS,493.32,NAD,eft,approved,0
PAY000908,2026-09-03 19:57:26,GW01,SES05620,BENIGN,TXN356462,192.168.125.0,443,TCPS,446.82,NAD,card,approved,0
PAY000933,2026-09-03 21:19:37,GW01,SES08502,BENIGN,TXN845981,172.20.232.114,443,TCPS,503.57,NAD,card,approved,0
PAY000087,2026-09-03 21:23:16,GW01,SES09003,BENIGN,TXN975403,10.244.206.166,443,TCPS,579.47,NAD,card,approved,0
PAY000158,2026-09-03 21:46:19,GW01,SES09331,BENIGN,TXN906513,172.29.151.177,443,TCPS,134.07,NAD,card,approved,0
PAY001007,2026-09-03 22:02:26,GW01,SES06423,BENIGN,TXN870210,172.26.32.210,443,TCPS,609.08,NAD,eft,approved,0
PAY000756,2026-09-03 22:43:40,GW01,SES09969,BENIGN,TXN494679,172.27.54.47,443,TCPS,434.1,NAD,card,approved,0
PAY000250,2026-09-04 00:26:31,GW01,SES06072,BENIGN,TXN143183,192.168.243.155,443,TCPS,338.05,NAD,card,approved,0
PAY000114,2026-09-04 01:19:25,GW01,SES08287,BENIGN,TXN958863,192.168.94.78,443,TCPS,688.15,NAD,card,approved,0
PAY001010,2026-09-04 01:33:52,GW01,SES06325,BENIGN,TXN708710,172.26.67.143,443,TCPS,388.39,NAD,card,approved,0
PAY000536,2026-09-04 01:51:59,GW01,SES05260,BENIGN,TXN242254,172.25.126.142,443,TCPS,500.18,NAD,card,approved,0
PAY000832,2026-09-04 03:43:29,GW01,SES06381,BENIGN,TXN794172,10.6.90.153,443,TCPS,200.39,NAD,eft,approved,0
PAY000677,2026-09-04 04:20:12,GW01,SES02057,BENIGN,TXN320655,192.168.127.231,443,TCPS,774.46,NAD,eft,approved,0
PAY000378,2026-09-04 04:23:39,GW01,SES05561,BENIGN,TXN200675,192.168.193.38,443,TCPS,624.28,NAD,card,approved,0
PAY000849,2026-09-04 04:24:04,GW01,SES03553,BENIGN,TXN704970,192.168.25.97,443,TCPS,67.57,NAD,card,approved,0
PAY000774,2026-09-04 04:52:21,GW01,SES00105,BENIGN,TXN843895,172.28.230.33,443,TCPS,619.4,NAD,card,approved,0
PAY000864,2026-09-04 04:59:21,GW01,SES04373,BENIGN,TXN244011,10.7.217.102,443,TCPS,618.64,NAD,card,approved,0
PAY000120,2026-09-04 05:15:52,GW01,SES05049,BENIGN,TXN346184,172.17.101.4,443,TCPS,542.84,NAD,card,approved,0
PAY000132,2026-09-04 05:32:37,GW01,SES04891,BENIGN,TXN869246,10.164.13.150,443,TCPS,794.99,NAD,card,approved,0
PAY000582,2026-09-04 05:34:28,GW01,SES01491,BENIGN,TXN649053,192.168.110.12,443,TCPS,23.51,NAD,card,approved,0
PAY001079,2026-09-04 06:00:34,GW01,SES06890,BENIGN,TXN353746,192.168.221.33,443,TCPS,57.53,NAD,card,approved,0
PAY000624,2026-09-04 06:31:06,GW01,SES05953,BENIGN,TXN234609,172.27.237.210,443,TCPS,781.63,NAD,eft,approved,0
PAY000050,2026-09-04 07:02:49,GW01,SES04238,BENIGN,TXN884338,10.118.232.103,443,TCPS,100.83,NAD,card,approved,0
PAY000564,2026-09-04 07:24:21,GW01,SES03478,BENIGN,TXN129383,172.22.189.209,443,TCPS,329.5,NAD,eft,approved,0
PAY001057,2026-09-04 09:03:13,GW01,SES01382,BENIGN,TXN380112,172.22.32.46,443,TCPS,106.15,NAD,card,approved,0
